series,author,gender,author_pos,release_year,character_pos,maincharacter_name
Band 1768,Ernst Vlcek,male,a1,1995.0,C1,Gessis
Band 1768,Ernst Vlcek,male,a1,1995.0,C2,Gedeon
Band 1768,Ernst Vlcek,male,a1,1995.0,C3,Jorror
Band 1768,Ernst Vlcek,male,a1,1995.0,C4,Logid
Band 1768,Ernst Vlcek,male,a1,1995.0,C5,Sheltor
Band 1769,Robert Feldhoff,male,a1,1995.0,C1,Atlan
Band 1769,Robert Feldhoff,male,a1,1995.0,C2,Thygerath
Band 177,Clark Darlton,male,a1,1965.0,C1,Perry Rhodan
Band 177,Clark Darlton,male,a1,1965.0,C2,Gucky
Band 177,Clark Darlton,male,a1,1965.0,C3,Ras Tschubai
Band 177,Clark Darlton,male,a1,1965.0,C4,Tako Kakuta
Band 177,Clark Darlton,male,a1,1965.0,C5,André Noir
Band 177,Clark Darlton,male,a1,1965.0,C6,Kitai Ishibashi
Band 1770,Robert Feldhoff,male,a1,1995.0,C1,Atlan
Band 1770,Robert Feldhoff,male,a1,1995.0,C2,Perry Rhodan
Band 1770,Robert Feldhoff,male,a1,1995.0,C3,Reginald Bull
Band 1770,Robert Feldhoff,male,a1,1995.0,C4,Indra Priatar Jonos
Band 1770,Robert Feldhoff,male,a1,1995.0,C5,Dao-Lin-H'ay
Band 1771,H. G. Francis,male,a1,1995.0,C1,Michael Rhodan
Band 1771,H. G. Francis,male,a1,1995.0,C2,Coram-Till
Band 1771,H. G. Francis,male,a1,1995.0,C3,Connemar Djouston
Band 1771,H. G. Francis,male,a1,1995.0,C4,Radan-Mech
Band 1771,H. G. Francis,male,a1,1995.0,C5,Thorga-Thze
Band 1772,Hubert Haensel,male,a1,1995.0,C1,Perry Rhodan
Band 1772,Hubert Haensel,male,a1,1995.0,C2,Bremse
Band 1772,Hubert Haensel,male,a1,1995.0,C3,Deliga
Band 1772,Hubert Haensel,male,a1,1995.0,C4,Coram-Till
Band 1772,Hubert Haensel,male,a1,1995.0,C5,Karon von Omgenoch
Band 1773,Hubert Haensel,male,a1,1995.0,C1,Julian Tifflor
Band 1773,Hubert Haensel,male,a1,1995.0,C2,Icho Tolot
Band 1773,Hubert Haensel,male,a1,1995.0,C3,Arlo Rutan
Band 1773,Hubert Haensel,male,a1,1995.0,C4,Morran
Band 1773,Hubert Haensel,male,a1,1995.0,C5,Deliga
Band 1774,Peter Griese,male,a1,1995.0,C1,Ronald Tekener
Band 1774,Peter Griese,male,a1,1995.0,C2,Homer G. Adams
Band 1774,Peter Griese,male,a1,1995.0,C3,Baniffee
Band 1774,Peter Griese,male,a1,1995.0,C4,Gucky
Band 1774,Peter Griese,male,a1,1995.0,C5,Atlan
Band 1775,Susan Schwartz,female,a1,1995.0,C1,Atlan
Band 1775,Susan Schwartz,female,a1,1995.0,C2,Perry Rhodan
Band 1775,Susan Schwartz,female,a1,1995.0,C3,Homer G. Adams
Band 1775,Susan Schwartz,female,a1,1995.0,C4,Dao-Lin-H'ay
Band 1775,Susan Schwartz,female,a1,1995.0,C5,Schiller
Band 1776,Peter Terrid,male,a1,1995.0,C1,Atlan
Band 1776,Peter Terrid,male,a1,1995.0,C2,Homer G. Adams
Band 1776,Peter Terrid,male,a1,1995.0,C3,Kentok Mirkom
Band 1776,Peter Terrid,male,a1,1995.0,C4,Arlo Rutan
Band 1776,Peter Terrid,male,a1,1995.0,C5,Ronald Tekener
Band 1776,Peter Terrid,male,a1,1995.0,C6,Reginald Bull
Band 1777,H. G. Francis,male,a1,1995.0,C1,Radan-Mech
Band 1777,H. G. Francis,male,a1,1995.0,C2,Icho Tolot
Band 1777,H. G. Francis,male,a1,1995.0,C3,Gucky
Band 1777,H. G. Francis,male,a1,1995.0,C4,Sicnar
Band 1777,H. G. Francis,male,a1,1995.0,C5,Perro-Lew
Band 1778,Arndt Ellmer,male,a1,1995.0,C1,Julian Tifflor
Band 1778,Arndt Ellmer,male,a1,1995.0,C2,Icho Tolot
Band 1778,Arndt Ellmer,male,a1,1995.0,C3,Ammor-Res
Band 1778,Arndt Ellmer,male,a1,1995.0,C4,Atlan
Band 1778,Arndt Ellmer,male,a1,1995.0,C5,Stato-Van
Band 1779,Horst Hoffmann,male,a1,1995.0,C1,Atlan
Band 1779,Horst Hoffmann,male,a1,1995.0,C2,Icho Tolot
Band 1779,Horst Hoffmann,male,a1,1995.0,C3,Harold Nyman
Band 1779,Horst Hoffmann,male,a1,1995.0,C4,Perry Rhodan
Band 178,Kurt Mahr,male,a1,1965.0,C1,Fred Heidinger
Band 178,Kurt Mahr,male,a1,1965.0,C2,Jay Fenwick
Band 178,Kurt Mahr,male,a1,1965.0,C3,Lester Pitts
Band 178,Kurt Mahr,male,a1,1965.0,C4,Ak-Ther Chaan
Band 178,Kurt Mahr,male,a1,1965.0,C5,Kerim Chmal
Band 178,Kurt Mahr,male,a1,1965.0,C6,Adan
Band 1780,Robert Feldhoff,male,a1,1995.0,C1,Reginald Bull
Band 1780,Robert Feldhoff,male,a1,1995.0,C2,Erania Elbers
Band 1780,Robert Feldhoff,male,a1,1995.0,C3,Ronald Tekener
Band 1780,Robert Feldhoff,male,a1,1995.0,C4,Icho Tolot
Band 1780,Robert Feldhoff,male,a1,1995.0,C5,Atlan
Band 1781,Peter Griese,male,a1,1995.0,C1,Atlan
Band 1781,Peter Griese,male,a1,1995.0,C2,Icho Tolot
Band 1781,Peter Griese,male,a1,1995.0,C3,Ronald Tekener
Band 1781,Peter Griese,male,a1,1995.0,C4,A-6-121
Band 1781,Peter Griese,male,a1,1995.0,C5,A-6-199
Band 1781,Peter Griese,male,a1,1995.0,C6,Pirc Demoness
Band 1782,Peter Terrid,male,a1,1995.0,C1,Perry Rhodan
Band 1782,Peter Terrid,male,a1,1995.0,C2,Ten-Or-Too
Band 1782,Peter Terrid,male,a1,1995.0,C3,Maschtar Morran
Band 1782,Peter Terrid,male,a1,1995.0,C4,Gucky
Band 1782,Peter Terrid,male,a1,1995.0,C5,Larga Hodron
Band 1783,H. G. Francis,male,a1,1995.0,C1,Gucky
Band 1783,H. G. Francis,male,a1,1995.0,C2,Michael Rhodan
Band 1783,H. G. Francis,male,a1,1995.0,C3,Joamin Bellondo
Band 1783,H. G. Francis,male,a1,1995.0,C4,Sarah Mango
Band 1783,H. G. Francis,male,a1,1995.0,C5,Cromp
Band 1783,H. G. Francis,male,a1,1995.0,C6,»Mücke«
Band 1784,Hubert Haensel,male,a1,1995.0,C1,Atlan
Band 1784,Hubert Haensel,male,a1,1995.0,C2,Walter Sievens
Band 1784,Hubert Haensel,male,a1,1995.0,C3,Tréogen
Band 1784,Hubert Haensel,male,a1,1995.0,C4,Icho Tolot
Band 1784,Hubert Haensel,male,a1,1995.0,C5,Joacquim Mandelliano
Band 1785,Arndt Ellmer,male,a1,1995.0,C1,Myles Kantor
Band 1785,Arndt Ellmer,male,a1,1995.0,C2,Atlan
Band 1785,Arndt Ellmer,male,a1,1995.0,C3,Ssmach-Tsorr
Band 1785,Arndt Ellmer,male,a1,1995.0,C4,Icho Tolot
Band 1786,Robert Feldhoff,male,a1,1995.0,C1,Atlan
Band 1786,Robert Feldhoff,male,a1,1995.0,C2,Baan Fokker
Band 1786,Robert Feldhoff,male,a1,1995.0,C3,Gaschdagan
Band 1786,Robert Feldhoff,male,a1,1995.0,C4,RobRepair
Band 1786,Robert Feldhoff,male,a1,1995.0,C5,Perry Rhodan
Band 1787,Horst Hoffmann,male,a1,1995.0,C1,Cyrn Dow
Band 1787,Horst Hoffmann,male,a1,1995.0,C2,Perry Rhodan
Band 1787,Horst Hoffmann,male,a1,1995.0,C3,Myles Kantor
Band 1787,Horst Hoffmann,male,a1,1995.0,C4,Piet Pieters
Band 1787,Horst Hoffmann,male,a1,1995.0,C5,Cynan Dow
Band 1788,Susan Schwartz,female,a1,1995.0,C1,Reginald Bull
Band 1788,Susan Schwartz,female,a1,1995.0,C2,Homer G. Adams
Band 1788,Susan Schwartz,female,a1,1995.0,C3,Alaska Saedelaere
Band 1788,Susan Schwartz,female,a1,1995.0,C4,Ralf Barjom
Band 1788,Susan Schwartz,female,a1,1995.0,C5,Harold Nyman
Band 1788,Susan Schwartz,female,a1,1995.0,C6,Esker Harror
Band 1789,Peter Griese,male,a1,1995.0,C1,Atlan
Band 1789,Peter Griese,male,a1,1995.0,C2,Homer G. Adams
Band 1789,Peter Griese,male,a1,1995.0,C3,Hamiller
Band 1789,Peter Griese,male,a1,1995.0,C4,Perry Rhodan
Band 1789,Peter Griese,male,a1,1995.0,C5,Icho Tolot
Band 1789,Peter Griese,male,a1,1995.0,C6,Wotan Idal
Band 179,K. H. Scheer,male,a1,1965.0,C1,Perry Rhodan
Band 179,K. H. Scheer,male,a1,1965.0,C2,Atlan
Band 179,K. H. Scheer,male,a1,1965.0,C3,Melbar Kasom
Band 179,K. H. Scheer,male,a1,1965.0,C4,Sergeant Erco Fudoli
Band 179,K. H. Scheer,male,a1,1965.0,C5,Osak
Band 179,K. H. Scheer,male,a1,1965.0,C6,Kors Dantur
Band 1790,Robert Feldhoff,male,a1,1995.0,C1,Teaser Kroom
Band 1790,Robert Feldhoff,male,a1,1995.0,C2,Perry Rhodan
Band 1790,Robert Feldhoff,male,a1,1995.0,C3,Reginald Bull
Band 1790,Robert Feldhoff,male,a1,1995.0,C4,Voltago
Band 1790,Robert Feldhoff,male,a1,1995.0,C5,Alaska Saedelaere
Band 1791,Peter Terrid,male,a1,1995.0,C1,Reginald Bull
Band 1791,Peter Terrid,male,a1,1995.0,C2,Dino Gonkers
Band 1791,Peter Terrid,male,a1,1995.0,C3,Tréogen
Band 1791,Peter Terrid,male,a1,1995.0,C4,Atlan
Band 1791,Peter Terrid,male,a1,1995.0,C5,Perry Rhodan
Band 1792,Horst Hoffmann,male,a1,1995.0,C1,Homer G. Adams
Band 1792,Horst Hoffmann,male,a1,1995.0,C2,Perry Rhodan
Band 1792,Horst Hoffmann,male,a1,1995.0,C3,Aachthor
Band 1792,Horst Hoffmann,male,a1,1995.0,C4,Cyrn Dow
Band 1792,Horst Hoffmann,male,a1,1995.0,C5,Icho Tolot
Band 1793,Hubert Haensel,male,a1,1996.0,C1,Michael Rhodan
Band 1793,Hubert Haensel,male,a1,1996.0,C2,Coram-Till
Band 1793,Hubert Haensel,male,a1,1996.0,C3,Calizo
Band 1793,Hubert Haensel,male,a1,1996.0,C4,Raa-Nu-Kal
Band 1793,Hubert Haensel,male,a1,1996.0,C5,Bremse
Band 1794,H. G. Francis,male,a1,1996.0,C1,Ronald Tekener
Band 1794,H. G. Francis,male,a1,1996.0,C2,Perry Rhodan
Band 1794,H. G. Francis,male,a1,1996.0,C3,Hamiller
Band 1794,H. G. Francis,male,a1,1996.0,C4,Aachthor
Band 1794,H. G. Francis,male,a1,1996.0,C5,Art Crowon
Band 1795,Ernst Vlcek,male,a1,1996.0,C1,Vestibor
Band 1795,Ernst Vlcek,male,a1,1996.0,C2,Carlemo
Band 1795,Ernst Vlcek,male,a1,1996.0,C3,Perry Rhodan
Band 1795,Ernst Vlcek,male,a1,1996.0,C4,Atlan
Band 1795,Ernst Vlcek,male,a1,1996.0,C5,Aachthor
Band 1796,Susan Schwartz,female,a1,1996.0,C1,Michael Rhodan
Band 1796,Susan Schwartz,female,a1,1996.0,C2,Kamhele
Band 1796,Susan Schwartz,female,a1,1996.0,C3,Ron-Er-Kan
Band 1796,Susan Schwartz,female,a1,1996.0,C4,Perry Rhodan
Band 1796,Susan Schwartz,female,a1,1996.0,C5,Aachthor
Band 1797,Arndt Ellmer,male,a1,1996.0,C1,Colounshaba
Band 1797,Arndt Ellmer,male,a1,1996.0,C2,Pulandiopoul
Band 1797,Arndt Ellmer,male,a1,1996.0,C3,Perry Rhodan
Band 1797,Arndt Ellmer,male,a1,1996.0,C4,Aachthor
Band 1797,Arndt Ellmer,male,a1,1996.0,C5,Michael Rhodan
Band 1798,Peter Terrid,male,a1,1996.0,C1,Voltago
Band 1798,Peter Terrid,male,a1,1996.0,C2,Perry Rhodan
Band 1798,Peter Terrid,male,a1,1996.0,C3,Ronald Tekener
Band 1798,Peter Terrid,male,a1,1996.0,C4,Colounshaba
Band 1798,Peter Terrid,male,a1,1996.0,C5,Michael Rhodan
Band 1799,Horst Hoffmann,male,a1,1996.0,C1,Perry Rhodan
Band 1799,Horst Hoffmann,male,a1,1996.0,C2,Hanaghar Destowicz Pearrelh
Band 1799,Horst Hoffmann,male,a1,1996.0,C3,Voltago
Band 1799,Horst Hoffmann,male,a1,1996.0,C4,Reginald Bull
Band 1799,Horst Hoffmann,male,a1,1996.0,C5,Atlan
Band 18,Clark Darlton,male,a1,1962.0,C1,Perry Rhodan
Band 18,Clark Darlton,male,a1,1962.0,C2,Reginald Bull
Band 18,Clark Darlton,male,a1,1962.0,C3,Alban
Band 18,Clark Darlton,male,a1,1962.0,C4,Daros
Band 18,Clark Darlton,male,a1,1962.0,C5,Rathon
Band 18,Clark Darlton,male,a1,1962.0,C6,Gucky
Band 180,William Voltz,male,a1,1965.0,C1,Perry Rhodan
Band 180,William Voltz,male,a1,1965.0,C2,Atlan
Band 180,William Voltz,male,a1,1965.0,C3,Reginald Bull
Band 180,William Voltz,male,a1,1965.0,C4,André Noir
Band 180,William Voltz,male,a1,1965.0,C5,Matthieu
Band 180,William Voltz,male,a1,1965.0,C6,Hathaway
Band 1800,Robert Feldhoff,male,a1,1996.0,C1,Perry Rhodan
Band 1800,Robert Feldhoff,male,a1,1996.0,C2,Cistolo Khan
Band 1800,Robert Feldhoff,male,a1,1996.0,C3,Gia de Moleon
Band 1800,Robert Feldhoff,male,a1,1996.0,C4,Myles Kantor
Band 1800,Robert Feldhoff,male,a1,1996.0,C5,Atlan
Band 1801,Robert Feldhoff,male,a1,1996.0,C1,Presto Go
Band 1801,Robert Feldhoff,male,a1,1996.0,C2,Edegon
Band 1801,Robert Feldhoff,male,a1,1996.0,C3,Bohnji
Band 1801,Robert Feldhoff,male,a1,1996.0,C4,Burg
Band 1801,Robert Feldhoff,male,a1,1996.0,C5,Dourmel
Band 1801,Robert Feldhoff,male,a1,1996.0,C6,Szonkar
Band 1802,Hubert Haensel,male,a1,1996.0,C1,Gloom Bechner
Band 1802,Hubert Haensel,male,a1,1996.0,C2,Cistolo Khan
Band 1802,Hubert Haensel,male,a1,1996.0,C3,Bruno Drenderbaum
Band 1802,Hubert Haensel,male,a1,1996.0,C4,Sibyll Norden
Band 1802,Hubert Haensel,male,a1,1996.0,C5,Mirco Adasta
Band 1802,Hubert Haensel,male,a1,1996.0,C6,Perry Rhodan
Band 1803,Hubert Haensel,male,a1,1996.0,C1,Gloom Bechner
Band 1803,Hubert Haensel,male,a1,1996.0,C2,Bruno Drenderbaum
Band 1803,Hubert Haensel,male,a1,1996.0,C3,Presto Go
Band 1803,Hubert Haensel,male,a1,1996.0,C4,Gen Triokod
Band 1803,Hubert Haensel,male,a1,1996.0,C5,Sibyll Norden
Band 1803,Hubert Haensel,male,a1,1996.0,C6,Mirco Adasta
Band 1804,Arndt Ellmer,male,a1,1996.0,C1,Myles Kantor
Band 1804,Arndt Ellmer,male,a1,1996.0,C2,Cistolo Khan
Band 1804,Arndt Ellmer,male,a1,1996.0,C3,Perry Rhodan
Band 1804,Arndt Ellmer,male,a1,1996.0,C4,Donder Pereira
Band 1804,Arndt Ellmer,male,a1,1996.0,C5,Gobert Grifaan
Band 1805,Peter Terrid,male,a1,1996.0,C1,Perry Rhodan
Band 1805,Peter Terrid,male,a1,1996.0,C2,Reginald Bull
Band 1805,Peter Terrid,male,a1,1996.0,C3,Alaska Saedelaere
Band 1806,Peter Griese,male,a1,1996.0,C1,Alaska Saedelaere
Band 1806,Peter Griese,male,a1,1996.0,C2,Kummerog
Band 1806,Peter Griese,male,a1,1996.0,C3,Kummerogs Haut
Band 1806,Peter Griese,male,a1,1996.0,C4,Yokanrog
Band 1806,Peter Griese,male,a1,1996.0,C5,Fasoldog
Band 1807,H. G. Francis,male,a1,1996.0,C1,Kummerog
Band 1807,H. G. Francis,male,a1,1996.0,C2,Cistolo Khan
Band 1807,H. G. Francis,male,a1,1996.0,C3,Bruno Drenderbaum
Band 1807,H. G. Francis,male,a1,1996.0,C4,Katie Joanne
Band 1807,H. G. Francis,male,a1,1996.0,C5,Pavel Morquoise
Band 1808,Susan Schwartz,female,a1,1996.0,C1,Joseph Broussard jr.
Band 1808,Susan Schwartz,female,a1,1996.0,C2,Pepe
Band 1808,Susan Schwartz,female,a1,1996.0,C3,Anja Shriver
Band 1808,Susan Schwartz,female,a1,1996.0,C4,Fran Duret
Band 1808,Susan Schwartz,female,a1,1996.0,C5,Aaron Cremer
Band 1809,Horst Hoffmann,male,a1,1996.0,C1,Atlan
Band 1809,Horst Hoffmann,male,a1,1996.0,C2,Hermon von Ariga
Band 1809,Horst Hoffmann,male,a1,1996.0,C3,Gucky
Band 1809,Horst Hoffmann,male,a1,1996.0,C4,Gerine
Band 1809,Horst Hoffmann,male,a1,1996.0,C5,Sevia
Band 1809,Horst Hoffmann,male,a1,1996.0,C6,Sassaron
Band 181,William Voltz,male,a1,1965.0,C1,Iratio Hondro
Band 181,William Voltz,male,a1,1965.0,C2,Con Perton
Band 181,William Voltz,male,a1,1965.0,C3,Perry Rhodan
Band 181,William Voltz,male,a1,1965.0,C4,Atlan
Band 181,William Voltz,male,a1,1965.0,C5,Reginald Bull
Band 181,William Voltz,male,a1,1965.0,C6,André Noir
Band 1810,Arndt Ellmer,male,a1,1996.0,C1,Kummerog
Band 1810,Arndt Ellmer,male,a1,1996.0,C2,Bruno Drenderbaum
Band 1810,Arndt Ellmer,male,a1,1996.0,C3,Gucky
Band 1810,Arndt Ellmer,male,a1,1996.0,C4,Engereg
Band 1810,Arndt Ellmer,male,a1,1996.0,C5,Myles Kantor
Band 1811,H. G. Francis,male,a1,1996.0,C1,Atlan
Band 1811,H. G. Francis,male,a1,1996.0,C2,Voge von Tissaque
Band 1811,H. G. Francis,male,a1,1996.0,C3,Kendix
Band 1811,H. G. Francis,male,a1,1996.0,C4,Rossom von Atalaya
Band 1811,H. G. Francis,male,a1,1996.0,C5,Gia de Moleon
Band 1812,Ernst Vlcek,male,a1,1996.0,C1,Kummerog
Band 1812,Ernst Vlcek,male,a1,1996.0,C2,Bruno Drenderbaum
Band 1812,Ernst Vlcek,male,a1,1996.0,C3,Myles Kantor
Band 1812,Ernst Vlcek,male,a1,1996.0,C4,Arfe Loidan
Band 1812,Ernst Vlcek,male,a1,1996.0,C5,Dorothea Ringent
Band 1813,Peter Griese,male,a1,1996.0,C1,Alaska Saedelaere
Band 1813,Peter Griese,male,a1,1996.0,C2,Perry Rhodan
Band 1813,Peter Griese,male,a1,1996.0,C3,Reginald Bull
Band 1813,Peter Griese,male,a1,1996.0,C4,Vaikhuur
Band 1813,Peter Griese,male,a1,1996.0,C5,Tumed
Band 1813,Peter Griese,male,a1,1996.0,C6,Varquasch
Band 1814,Robert Feldhoff,male,a1,1996.0,C1,Perry Rhodan
Band 1814,Robert Feldhoff,male,a1,1996.0,C2,Reginald Bull
Band 1814,Robert Feldhoff,male,a1,1996.0,C3,Foremon
Band 1814,Robert Feldhoff,male,a1,1996.0,C4,Steinkind
Band 1815,Peter Terrid,male,a1,1996.0,C1,Perry Rhodan
Band 1815,Peter Terrid,male,a1,1996.0,C2,Reginald Bull
Band 1815,Peter Terrid,male,a1,1996.0,C3,Foremon
Band 1815,Peter Terrid,male,a1,1996.0,C4,Lyskun
Band 1815,Peter Terrid,male,a1,1996.0,C5,Dyn-Qar
Band 1816,Peter Terrid,male,a1,1996.0,C1,Perry Rhodan
Band 1816,Peter Terrid,male,a1,1996.0,C2,Reginald Bull
Band 1816,Peter Terrid,male,a1,1996.0,C3,Foremon
Band 1816,Peter Terrid,male,a1,1996.0,C4,Szuker
Band 1817,Susan Schwartz,female,a1,1996.0,C1,Gemba
Band 1817,Susan Schwartz,female,a1,1996.0,C2,Joseph Broussard jr.
Band 1817,Susan Schwartz,female,a1,1996.0,C3,Pepe
Band 1817,Susan Schwartz,female,a1,1996.0,C4,Bunny
Band 1818,H. G. Francis,male,a1,1996.0,C1,Icho Tolot
Band 1818,H. G. Francis,male,a1,1996.0,C2,Joseph Broussard jr.
Band 1818,H. G. Francis,male,a1,1996.0,C3,Gemba
Band 1818,H. G. Francis,male,a1,1996.0,C4,Pepe
Band 1818,H. G. Francis,male,a1,1996.0,C5,Gucky
Band 1819,Arndt Ellmer,male,a1,1996.0,C1,Atlan
Band 1819,Arndt Ellmer,male,a1,1996.0,C2,Gucky
Band 1819,Arndt Ellmer,male,a1,1996.0,C3,Icho Tolot
Band 1819,Arndt Ellmer,male,a1,1996.0,C4,Joseph Broussard jr.
Band 1819,Arndt Ellmer,male,a1,1996.0,C5,Pepe
Band 182,Kurt Mahr,male,a1,1965.0,C1,Oberst Arthur Konstantin
Band 182,Kurt Mahr,male,a1,1965.0,C2,Rhonda Konstantin
Band 182,Kurt Mahr,male,a1,1965.0,C3,Felip Ardez
Band 182,Kurt Mahr,male,a1,1965.0,C4,Peder Felje
Band 182,Kurt Mahr,male,a1,1965.0,C5,Iratio Hondro
Band 182,Kurt Mahr,male,a1,1965.0,C6,Kato Jennsen
Band 1820,Peter Terrid,male,a1,1996.0,C1,Centoar Vilgor
Band 1820,Peter Terrid,male,a1,1996.0,C2,Tayloz Üpkek
Band 1820,Peter Terrid,male,a1,1996.0,C3,Jeromy Argent
Band 1820,Peter Terrid,male,a1,1996.0,C4,Myles Kantor
Band 1820,Peter Terrid,male,a1,1996.0,C5,Han-Syu Lieu
Band 1821,Peter Terrid,male,a1,1996.0,C1,Centoar Vilgor
Band 1821,Peter Terrid,male,a1,1996.0,C2,Daniela M'Puno
Band 1821,Peter Terrid,male,a1,1996.0,C3,Kim Chun Kee
Band 1821,Peter Terrid,male,a1,1996.0,C4,Hasdyn Flech
Band 1821,Peter Terrid,male,a1,1996.0,C5,Tayloz Üpkek
Band 1822,Ernst Vlcek,male,a1,1996.0,C1,Kummerog
Band 1822,Ernst Vlcek,male,a1,1996.0,C2,Bruno Drenderbaum
Band 1822,Ernst Vlcek,male,a1,1996.0,C3,Dorothea Ringent
Band 1822,Ernst Vlcek,male,a1,1996.0,C4,Atlan
Band 1822,Ernst Vlcek,male,a1,1996.0,C5,David Golgar
Band 1823,Robert Feldhoff,male,a1,1996.0,C1,Perry Rhodan
Band 1823,Robert Feldhoff,male,a1,1996.0,C2,Reginald Bull
Band 1823,Robert Feldhoff,male,a1,1996.0,C3,Buage
Band 1823,Robert Feldhoff,male,a1,1996.0,C4,Demin
Band 1823,Robert Feldhoff,male,a1,1996.0,C5,A-Kestah
Band 1823,Robert Feldhoff,male,a1,1996.0,C6,A-Gidecaj
Band 1824,Hubert Haensel,male,a1,1996.0,C1,Perry Rhodan
Band 1824,Hubert Haensel,male,a1,1996.0,C2,Reginald Bull
Band 1824,Hubert Haensel,male,a1,1996.0,C3,Caliform
Band 1824,Hubert Haensel,male,a1,1996.0,C4,T-Legiaw
Band 1824,Hubert Haensel,male,a1,1996.0,C5,B-Terestan
Band 1825,Hubert Haensel,male,a1,1996.0,C1,Perry Rhodan
Band 1825,Hubert Haensel,male,a1,1996.0,C2,Reginald Bull
Band 1825,Hubert Haensel,male,a1,1996.0,C3,A-Caliform
Band 1825,Hubert Haensel,male,a1,1996.0,C4,A-Betchaga
Band 1825,Hubert Haensel,male,a1,1996.0,C5,B-Padrista
Band 1826,Peter Griese,male,a1,1996.0,C1,Alaska Saedelaere
Band 1826,Peter Griese,male,a1,1996.0,C2,Varquasch
Band 1826,Peter Griese,male,a1,1996.0,C3,Lanagh
Band 1826,Peter Griese,male,a1,1996.0,C4,Scheep
Band 1826,Peter Griese,male,a1,1996.0,C5,Kjaiup
Band 1826,Peter Griese,male,a1,1996.0,C6,Filibin
Band 1827,Peter Griese,male,a1,1996.0,C1,Alaska Saedelaere
Band 1827,Robert Feldhoff,male,a2,1996.0,C1,Alaska Saedelaere
Band 1827,Peter Griese,male,a1,1996.0,C2,Varquasch
Band 1827,Robert Feldhoff,male,a2,1996.0,C2,Varquasch
Band 1827,Peter Griese,male,a1,1996.0,C3,Orgelloc
Band 1827,Robert Feldhoff,male,a2,1996.0,C3,Orgelloc
Band 1827,Peter Griese,male,a1,1996.0,C4,Kjaiup
Band 1827,Robert Feldhoff,male,a2,1996.0,C4,Kjaiup
Band 1827,Peter Griese,male,a1,1996.0,C5,Zujandron
Band 1827,Robert Feldhoff,male,a2,1996.0,C5,Zujandron
Band 1827,Peter Griese,male,a1,1996.0,C6,Dorota
Band 1827,Robert Feldhoff,male,a2,1996.0,C6,Dorota
Band 1828,Arndt Ellmer,male,a1,1996.0,C1,Rebekka DeMonn
Band 1828,Arndt Ellmer,male,a1,1996.0,C2,Neweyn Cocmoc
Band 1828,Arndt Ellmer,male,a1,1996.0,C3,Rukkus Albasta
Band 1828,Arndt Ellmer,male,a1,1996.0,C4,Eleonore Bricksen
Band 1828,Arndt Ellmer,male,a1,1996.0,C5,Gia de Moleon
Band 1829,H. G. Francis,male,a1,1996.0,C1,Atlan
Band 1829,H. G. Francis,male,a1,1996.0,C2,Kelassan
Band 1829,H. G. Francis,male,a1,1996.0,C3,Arfe Loidan
Band 1829,H. G. Francis,male,a1,1996.0,C4,Selma Miller
Band 1829,H. G. Francis,male,a1,1996.0,C5,Chief Denay
Band 183,William Voltz,male,a1,1965.0,C1,Melbar Kasom
Band 183,William Voltz,male,a1,1965.0,C2,Trat Teltak
Band 183,William Voltz,male,a1,1965.0,C3,Perry Rhodan
Band 183,William Voltz,male,a1,1965.0,C4,Reginald Bull
Band 183,William Voltz,male,a1,1965.0,C5,Atlan
Band 183,William Voltz,male,a1,1965.0,C6,André Noir
Band 1830,Ernst Vlcek,male,a1,1996.0,C1,Ronald Tekener
Band 1830,Ernst Vlcek,male,a1,1996.0,C2,Atlan
Band 1830,Ernst Vlcek,male,a1,1996.0,C3,Arfe Loidan
Band 1830,Ernst Vlcek,male,a1,1996.0,C4,Agnes Figor
Band 1830,Ernst Vlcek,male,a1,1996.0,C5,Chenobroczeket Fanczynoke
Band 1831,Ernst Vlcek,male,a1,1996.0,C1,Atlan
Band 1831,Ernst Vlcek,male,a1,1996.0,C2,Arfe Loidan
Band 1831,Ernst Vlcek,male,a1,1996.0,C3,Ronald Tekener
Band 1831,Ernst Vlcek,male,a1,1996.0,C4,Agnes Figor
Band 1831,Ernst Vlcek,male,a1,1996.0,C5,Gan-Bu-Ren
Band 1832,Horst Hoffmann,male,a1,1996.0,C1,Ten-No-Thau
Band 1832,Horst Hoffmann,male,a1,1996.0,C2,Ronald Tekener
Band 1832,Horst Hoffmann,male,a1,1996.0,C3,Agnes Figor
Band 1832,Horst Hoffmann,male,a1,1996.0,C4,Atlan
Band 1832,Horst Hoffmann,male,a1,1996.0,C5,Arfe Loidan
Band 1833,Susan Schwartz,female,a1,1996.0,C1,Mila Vandemar
Band 1833,Susan Schwartz,female,a1,1996.0,C2,Nadja Vandemar
Band 1833,Susan Schwartz,female,a1,1996.0,C3,Myles Kantor
Band 1833,Susan Schwartz,female,a1,1996.0,C4,Presto Go
Band 1833,Susan Schwartz,female,a1,1996.0,C5,Caljono Yai
Band 1833,Susan Schwartz,female,a1,1996.0,C6,Jeromy Argent
Band 1834,Robert Feldhoff,male,a1,1996.0,C1,Perry Rhodan
Band 1834,Robert Feldhoff,male,a1,1996.0,C2,Reginald Bull
Band 1834,Robert Feldhoff,male,a1,1996.0,C3,A-Caliform
Band 1834,Robert Feldhoff,male,a1,1996.0,C4,E-Kajwan
Band 1834,Robert Feldhoff,male,a1,1996.0,C5,Foremon
Band 1835,Robert Feldhoff,male,a1,1996.0,C1,Perry Rhodan
